document	content	tag
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"See 18A Wright & Miller § 4457, p. 513 (virtual representation lacks a ""clear or coherent theory""; decisions applying it have ""an episodic quality"")."	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Some Circuits use the label, but define ""virtual representation"" so that it is no broader than the recognized exception for adequate representation."	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See, e.g., Becherer v. Merrill Lynch, Pierce, Fenner & Smith, Inc., 193 F.3d 415 , 423, 427 (C.A.6 1999).	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	But other courts, including the Eighth, Ninth, and D.C. Circuits, apply multifactor tests for virtual representation that permit nonparty preclusion in cases that do not fit within any of the established exceptions.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See supra, at 2168-2170, and n. 3.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	The D.C. Circuit, the FAA, and Fairchild have presented three arguments in support of an expansive doctrine of virtual representation.	Describing the legal arguments made in the case
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	We find none of them persuasive.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	The D.C. Circuit purported to ground its virtual representation doctrine in this Court's decisions stating that, in some circumstances, a person may be bound by a judgment if she was adequately represented by a party to the proceeding yielding that judgment.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See 490 F.3d, at 970-971.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"But the D.C. Circuit's definition of ""adequate representation"" strayed from the meaning our decisions have attributed to that term."	Stating the Court's reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	In Richards, we reviewed a decision by the Alabama Supreme Court holding that a challenge to a tax was barred by a judgment upholding the same tax in a suit *2174 filed by different taxpayers.	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	517 U.S., at 795-797, 116 S. Ct. 1761 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"The plaintiffs in the first suit ""did not sue on behalf of a class,"" their complaint ""did not purport to assert any claim against or on behalf of any nonparties,"" and the judgment ""did not purport to bind"" nonparties."	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Id., at 801, 116 S. Ct. 1761 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"There was no indication, we emphasized, that the court in the first suit ""took care to protect the interests"" of absent parties, or that the parties to that litigation ""understood their suit to be on behalf of absent [parties]."""	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Id., at 802, 116 S. Ct. 1761 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"In these circumstances, we held, the application of claim preclusion was inconsistent with ""the due process of law guaranteed by the Fourteenth Amendment."""	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Id., at 797, 116 S. Ct. 1761 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"The D.C. Circuit stated, without elaboration, that it did not ""read Richards to hold a nonparty . . . adequately represented only if special procedures were followed [to protect the nonparty] or the party to the prior suit understood it was representing the nonparty."""	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	490 F.3d, at 971 .	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	As the D.C. Circuit saw this case, Herrick adequately represented Taylor for two principal reasons:	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Herrick had a strong incentive to litigate;	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"and Taylor later hired Herrick's lawyer, suggesting Taylor's ""satisfaction with the attorney's performance in the prior case."""	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Id., at 975.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	The D.C. Circuit misapprehended Richards.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	As just recounted, our holding that the Alabama Supreme Court's application of res judicata to nonparties violated due process turned on the lack of either special procedures to protect the nonparties' interests or an understanding by the concerned parties that the first suit was brought in a representative capacity.	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See Richards, 517 U.S., at 801-802, 116 S. Ct. 1761 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Richards thus established that representation is ""adequate"" for purposes of nonparty preclusion only if (at a minimum) one of these two circumstances is present."	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	We restated Richards' core holding in South Central Bell Telephone Co. v. Alabama, 526 U.S. 160 , 119 S. Ct. 1180 , 143 L. Ed. 2d 258 (1999).	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	In that case, as in Richards, the Alabama courts had held that a judgment rejecting a challenge to a tax by one group of taxpayers barred a subsequent suit by a different taxpayer.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See 526 U.S., at 164-165, 119 S. Ct. 1180 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	In South Central Bell, however, the nonparty had notice of the original suit and engaged one of the lawyers earlier employed by the original plaintiffs.	Giving the facts of another case
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See id., at 167-168, 119 S. Ct. 1180 .	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Under the D.C. Circuit's decision in Taylor's case, these factors apparently would have sufficed to establish adequate representation.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See 490 F.3d, at 973-975.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Yet South Central Bell held that the application of res judicata in that case violated due process.	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Our inquiry came to an end when we determined that the original plaintiffs had not understood themselves to be acting in a representative capacity and that there had been no special procedures to safeguard the interests of absentees.	Recalling a primary source (other than a SCOTUS decision)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See 526 U.S., at 168 , 119 S. Ct. 1180 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Our decisions recognizing that a nonparty may be bound by a judgment if she was adequately represented by a party to the earlier suit thus provide no support for the D.C. Circuit's broad theory of virtual representation.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Fairchild and the FAA do not argue that the D.C. Circuit's virtual representation doctrine fits within any of the recognized grounds for nonparty preclusion.	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Rather, they ask us to abandon the attempt to delineate discrete grounds and clear rules altogether.	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Preclusion is in order, they contend, whenever ""the relationship between a party and a non-party *2175 is `close enough' to bring the second litigant within the judgment."""	Describing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Brief for Respondent Fairchild 20.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See also Brief for Respondent FAA 22-24.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Courts should make the ""close enough"" determination, they urge, through a ""heavily fact-driven"" and ""equitable"" inquiry."	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Brief for Respondent Fairchild 20.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"See also Brief for Respondent FAA 22 (""there is no clear test"" for nonparty preclusion; rather, an ""equitable and fact-intensive"" inquiry is demanded (internal quotation marks omitted))."	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Only this sort of diffuse balancing, Fairchild and the FAA argue, can account for all of the situations in which nonparty preclusion is appropriate.	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	We reject this argument for three reasons.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	First, our decisions emphasize the fundamental nature of the general rule that a litigant is not bound by a judgment to which she was not a party	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See, e.g., Richards, 517 U.S., at 798-799, 116 S. Ct. 1761 ; Martin, 490 U.S., at 761-762, 109 S. Ct. 2180 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Martin, 490 U.S., at 761-762, 109 S. Ct. 2180 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Accordingly, we have endeavored to delineate discrete exceptions that apply in ""limited circumstances."""	Recalling a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Id., at 762, n. 2, 109 S. Ct. 2180 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Respondents' amorphous balancing test is at odds with the constrained approach to nonparty preclusion our decisions advance.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Resisting this reading of our precedents, respondents call up three decisions they view as supportive of the approach they espouse.	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Fairchild quotes our statement in Coryell v. Phipps, 317 U.S. 406 , 411, 63 S. Ct. 291 , 87 L. Ed. 363 (1943), that privity ""turns on the facts of particular cases."""	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See Brief for Respondent Fairchild 20.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	That observation, however, scarcely implies that privity is governed by a diffuse balancing test. [9]	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"Fairchild also cites Blonder-Tongue Laboratories, Inc. v. University of Ill. Foundation, 402 U.S. 313 , 334, 91 S. Ct. 1434 , 28 L. Ed. 2d 788 (1971), which stated that estoppel questions turn on ""the trial courts' sense of justice and equity."""	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See Brief for Respondent Fairchild 20.	Citing secondary sources
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	This passing statement, however, was not made with nonparty preclusion in mind;	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	it appeared in a discussion recognizing district courts' discretion to limit the use of issue preclusion against persons who were parties to a judgment.	Rejecting arguments/a reasoning
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	See Blonder-Tongue, 402 U.S., at 334, 91 S. Ct. 1434 .	Citing a SCOTUS decision
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	The FAA relies on United States v. Des Moines Valley R. Co., 84 F. 40 (C.A.8 1897), an opinion we quoted with approval in Schendel, 270 U.S., at 619-620, 46 S. Ct. 420 .	Recalling an argument from the respondent
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	Des Moines Valley was a quiet title action in which the named plaintiff was the United States.	Giving the facts of another case
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"The Government, however, had ""no interest in the land"" and had ""simply permitted [the landowner] to use its name as the nominal plaintiff."""	Giving the facts of another case
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	84 F., at 42.	Citing primary sources (other than SCOTUS decisions)
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	The suit was therefore barred, the appeals court held, by an earlier judgment against the landowner.	Giving the holding/ruling of a lower court
opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)	"As the court explained: ""[W]here the government lends its name as a plaintiff . . . to enable one private person to maintain a suit against another,"" the government is ""subject to the same defenses which exist . . . against the real party in interest."""	Describing primary sources (other than SCOTUS decisions)
