document,content,tag
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See also California v. Texas, 459 U.S. 1096, 1097, 103 S. Ct. 714, 74 L. Ed. 2d 944 (1983) (dismissing certain defendants from a suit based on a stipulation ""that each of said defendants . . . will be bound by a final judgment of this Court"" on a specified issue).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Second, nonparty preclusion may be justified based on a variety of pre-existing ""substantive legal relationship[s]"" between the person to be bound and a party to the judgment.",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Shapiro 78.,Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See also Richards, 517 U.S., at 798, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Qualifying relationships include, but are not limited to, preceding and succeeding owners of property, bailee and bailor, and assignee and assignor.",Describing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 2 Restatement §§ 43-44, 52, 55.",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","These exceptions originated ""as much from the needs of property law as from the values of preclusion by judgment.""",Describing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","18A C. Wright, A. Miller, & E. Cooper, Federal Practice and Procedure",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Third, we have confirmed that, ""in certain limited circumstances,"" a nonparty may be bound by a judgment because she was ""adequately represented by someone with the same interests who [wa]s a party"" to the suit.",Describing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Richards, 517 U.S., at 798, 116 S. Ct. 1761 (internal quotation marks omitted).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Representative suits with preclusive effect on nonparties include properly conducted class actions, see Martin, 490 U.S., at 762, n. 2, 109 S. Ct. 2180 (citing Fed. Rule Civ. Proc. 23), and suits brought by *2173 trustees, guardians, and other fiduciaries, see Sea-Land Services, Inc. v. Gaudet, 414 U.S. 573 , 593, 94 S. Ct. 806 , 39 L. Ed. 2d 9 (1974).",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",See also 1 Restatement § 41.,Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Fourth, a nonparty is bound by a judgment if she ""assume[d] control"" over the litigation in which that judgment was rendered.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Montana, 440 U.S., at 154, 99 S. Ct. 970 .",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See also Schnell v. Peter Eckrich & Sons, Inc., 365 U.S. 260 , 262, n. 4, 81 S. Ct. 557 , 5 L. Ed. 2d 546 (1961); 1 Restatement § 39.",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",1 Restatement § 39.,Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Because such a person has had ""the opportunity to present proofs and argument,"" he has already ""had his day in court"" even though he was not a formal party to the litigation.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., Comment a, p. 382.",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Fifth, a party bound by a judgment may not avoid its preclusive force by relitigating through a proxy.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Preclusion is thus in order when a person who did not participate in a litigation later brings suit as the designated representative of a person who was a party to the prior adjudication.,Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See Chicago, R.I. & P.R. Co. v. Schendel, 270 U.S. 611 , 620, 623, 46 S. Ct. 420 , 70 L. Ed. 757 (1926); 18A Wright & Miller § 4454, pp. 433-434.",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","And although our decisions have not addressed the issue directly, it also seems clear that preclusion is appropriate when a nonparty later brings suit as an agent for a party who is bound by a judgment.",Describing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., § 4449, p. 335.",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Sixth, in certain circumstances a special statutory scheme may ""expressly foreclos[e] successive litigation by nonlitigants. . . if the scheme is otherwise consistent with due process.""",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Martin, 490 U.S., at 762, n. 2, 109 S. Ct. 2180 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Examples of such schemes include bankruptcy and probate proceedings, see ibid., and quo warranto actions or other suits that, ""under [the governing] law, [may] be brought only on behalf of the public at large,""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Richards, 517 U.S., at 804, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Reaching beyond these six established categories, some lower courts have recognized a ""virtual representation"" exception to the rule against nonparty preclusion.",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Decisions of these courts, however, have been far from consistent.",Describing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 18A Wright & Miller § 4457, p. 513 (virtual representation lacks a ""clear or coherent theory""; decisions applying it have ""an episodic quality"").",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Some Circuits use the label, but define ""virtual representation"" so that it is no broader than the recognized exception for adequate representation.",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See, e.g., Becherer v. Merrill Lynch, Pierce, Fenner & Smith, Inc., 193 F.3d 415 , 423, 427 (C.A.6 1999).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","But other courts, including the Eighth, Ninth, and D.C. Circuits, apply multifactor tests for virtual representation that permit nonparty preclusion in cases that do not fit within any of the established exceptions.",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See supra, at 2168-2170, and n. 3.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The D.C. Circuit, the FAA, and Fairchild have presented three arguments in support of an expansive doctrine of virtual representation.",Describing the legal arguments made in the case
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",We find none of them persuasive.,Rejecting arguments/a reasoning
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The D.C. Circuit purported to ground its virtual representation doctrine in this Court's decisions stating that, in some circumstances, a person may be bound by a judgment if she was adequately represented by a party to the proceeding yielding that judgment.",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 490 F.3d, at 970-971.",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","But the D.C. Circuit's definition of ""adequate representation"" strayed from the meaning our decisions have attributed to that term.",Stating the Court's reasoning
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In Richards, we reviewed a decision by the Alabama Supreme Court holding that a challenge to a tax was barred by a judgment upholding the same tax in a suit *2174 filed by different taxpayers.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","517 U.S., at 795-797, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The plaintiffs in the first suit ""did not sue on behalf of a class,"" their complaint ""did not purport to assert any claim against or on behalf of any nonparties,"" and the judgment ""did not purport to bind"" nonparties.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 801, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","There was no indication, we emphasized, that the court in the first suit ""took care to protect the interests"" of absent parties, or that the parties to that litigation ""understood their suit to be on behalf of absent [parties].""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 802, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In these circumstances, we held, the application of claim preclusion was inconsistent with ""the due process of law guaranteed by the Fourteenth Amendment.""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 797, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The D.C. Circuit stated, without elaboration, that it did not ""read Richards to hold a nonparty . . . adequately represented only if special procedures were followed [to protect the nonparty] or the party to the prior suit understood it was representing the nonparty.""",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","490 F.3d, at 971 .",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","As the D.C. Circuit saw this case, Herrick adequately represented Taylor for two principal reasons:",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Herrick had a strong incentive to litigate;,Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","and Taylor later hired Herrick's lawyer, suggesting Taylor's ""satisfaction with the attorney's performance in the prior case.""",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 975.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The D.C. Circuit misapprehended Richards.,Rejecting arguments/a reasoning
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","As just recounted, our holding that the Alabama Supreme Court's application of res judicata to nonparties violated due process turned on the lack of either special procedures to protect the nonparties' interests or an understanding by the concerned parties that the first suit was brought in a representative capacity.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See Richards, 517 U.S., at 801-802, 116 S. Ct. 1761 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Richards thus established that representation is ""adequate"" for purposes of nonparty preclusion only if (at a minimum) one of these two circumstances is present.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","We restated Richards' core holding in South Central Bell Telephone Co. v. Alabama, 526 U.S. 160 , 119 S. Ct. 1180 , 143 L. Ed. 2d 258 (1999).",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In that case, as in Richards, the Alabama courts had held that a judgment rejecting a challenge to a tax by one group of taxpayers barred a subsequent suit by a different taxpayer.",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 526 U.S., at 164-165, 119 S. Ct. 1180 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In South Central Bell, however, the nonparty had notice of the original suit and engaged one of the lawyers earlier employed by the original plaintiffs.",Giving the facts of another case
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 167-168, 119 S. Ct. 1180 .",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Under the D.C. Circuit's decision in Taylor's case, these factors apparently would have sufficed to establish adequate representation.",Recalling a primary source (other than a SCOTUS decision)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 490 F.3d, at 973-975.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Yet South Central Bell held that the application of res judicata in that case violated due process.,Recalling a SCOTUS decision
